Tijelo,1-5,6-10,11-15,16-20,21-40,41-60,61+,Median,Broj neodgovorenih,Najstariji neodgovoreni
"Dječji vrtić Sabunić, Privlaka",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Sardelice, Stari Grad",1,0,0,0,0,0,0,1,,
Dječji vrtić Selca,0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Siget, Zagreb",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Sisak Novi, Sisak",0,1,0,0,0,0,0,6,,
"Dječji vrtić Slagalica, Zagreb",0,0,1,0,0,0,0,11,,
Dječji vrtić Slano,0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Slapić, Korenica, Plitvička jezera",0,1,0,0,0,0,0,10,,
"Dječji vrtić Slatki Potok, Veliki Grđevac",1,0,0,0,0,0,0,5,,
"Dječji vrtić Slavuj, Strmec Samoborski",0,0,1,0,0,0,0,11,,
Dječji vrtić Slunj,0,1,0,0,0,0,0,7,,
"Dječji vrtić Smiješak, Koprivnica",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Smiješak, Zadar",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Smilje, Šibenik",1,0,0,0,0,0,0,3,,
"Dječji vrtić Smjehuljica, Ludbreg",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Smjehuljica, Zagreb",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Smješko, Sveti Martin na Muri",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Smješko, Vir",1,0,0,0,0,0,0,3,,
"Dječji vrtić Smokvica Zaprešić, Pojatno",1,0,0,0,0,0,0,2,,
"Dječji vrtić Smokvica, Pojatno",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Smokvica, Split",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Snjeguljica, Rijeka",0,1,0,0,0,0,0,8,,
"Dječji vrtić Snoopy, Pula",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Spužvica, Tisno",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Srdelica, Kali",1,0,0,0,0,0,0,1,,
"Dječji vrtić Srednjaci, Zagreb",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Sretno dijete, Hrvace",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Srčeko, Vratišinec",0,0,0,0,0,0,0,,1,193 dana
Dječji vrtić Ston,0,0,0,0,0,0,0,,1,193 dana
Dječji vrtić Suhopolje,1,0,0,0,0,0,0,2,,
"Dječji vrtić Sunce moje malo, Solin",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Sunce, Brodarica",1,0,0,0,0,0,0,1,,
"Dječji vrtić Sunce, Dvor",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Sunce, Fažana",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Sunce, Zagreb",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Sunce, Đulovac",0,1,0,0,0,0,0,10,,
"Dječji vrtić Suncokret, Novigrad",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Suncokret, Slatina",1,0,0,0,0,0,0,1,,
"Dječji vrtić Sunčeko, Selnica",1,0,0,0,0,0,0,2,,
"Dječji vrtić Sunčev sjaj - Nazaret, Zagreb",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Sunčev sjaj - Nazaret, Đakovo",0,1,0,0,0,0,0,10,,
"Dječji vrtić Sunčica, Krapina",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Sunčica, Pula",0,0,0,0,0,0,0,,1,193 dana
Dječji vrtić Sutivan,0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Sv. Leopold Mandić, Požega",1,0,0,0,0,0,0,2,,
"Dječji vrtić Sv. Pavla Apostola, Split",1,0,0,0,0,0,0,5,,
"Dječji vrtić Sveta Uršula, Varaždin",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Svete male Terezije, Zagreb",1,0,0,0,0,0,0,5,,
"Dječji vrtić Svetog Franje, Zagreb",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Svetog Josipa, Koprivnica",1,0,0,0,0,0,0,1,,
"Dječji vrtić Svetog Josipa, Križevci",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Svetog Josipa, Zagreb",0,0,0,1,0,0,0,16,,
"Dječji vrtić Svetog Vinka, Zagreb",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Tamaris, Vodice",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Tatjane Marinić, Zagreb",0,1,0,0,0,0,0,9,,
"Dječji vrtić Tikvica, Čakovec",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Tina, Vodice",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Tintilinić, Karlovac",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Tintilinić, Koška",1,0,0,0,0,0,0,3,,
"Dječji vrtić Titti, Pula",1,0,0,0,0,0,0,2,,
"Dječji vrtić Tići, Vrsar",0,0,0,0,0,1,0,41,,
"Dječji vrtić Tičići, Novigrad",0,0,0,0,0,0,0,,1,193 dana
Dječji vrtić Topusko,0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Točkica, Zaprešić",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Tratinčica, Brinje",0,1,0,0,0,0,0,9,,
"Dječji vrtić Tratinčica, Desinić",1,0,0,0,0,0,0,3,,
"Dječji vrtić Tratinčica, Grubišno Polje",1,0,0,0,0,0,0,1,,
"Dječji vrtić Tratinčica, Pleternica",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Tratinčica, Seget Donji",1,0,0,0,0,0,0,3,,
"Dječji vrtić Tratinčica, Varaždinske Toplice",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Travica, Senj",0,1,0,0,0,0,0,7,,
Dječji vrtić Trilj,1,0,0,0,0,0,0,1,,
"Dječji vrtić Trnoružica, Vinkovci",0,0,0,0,0,0,0,,1,193 dana
Dječji vrtić Trogir,0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Tulipan, Polača",1,0,0,0,0,0,0,3,,
"Dječji vrtić Utrina, Zagreb",1,0,0,0,0,0,0,4,,
"Dječji vrtić Uzdanica, Zlatar",1,0,0,0,0,0,0,1,,
"Dječji vrtić Val, Zadar",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Vanđela Božitković, Hvar",0,0,0,0,0,0,0,,1,193 dana
Dječji vrtić Varaždin,0,0,0,0,0,0,0,,1,193 dana
Dječji vrtić Velika,0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Vesela kuća Asando Cher, Pula",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Veseli kutak, Stobreč",1,0,0,0,0,0,0,2,,
"Dječji vrtić Veseljko, Pula",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Vitica, Zagreb",0,0,0,0,0,0,0,,1,193 dana
Dječji vrtić Viškovo,0,1,0,0,0,0,0,9,,
"Dječji vrtić Vjeverica, Pula",1,0,0,0,0,0,0,3,,
"Dječji vrtić Vladimir Nazor, Daruvar",0,1,0,0,0,0,0,7,,
"Dječji vrtić Vladimira Nazora, Zagreb",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Vlakić, Varaždin",0,1,0,0,0,0,0,6,,
Dječji vrtić Vojnić,1,0,0,0,0,0,0,2,,
Dječji vrtić Vrapčić Čakovec,0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Vrapčić, Drnje",0,0,1,0,0,0,0,12,,
"Dječji vrtić Vrapčić, Kašina",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Vrapčić, Tisno",1,0,0,0,0,0,0,2,,
"Dječji vrtić Vrapčić, Zadar",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Vrapčić, Šenkovec",0,0,0,0,0,0,0,,1,193 dana
Dječji vrtić Vrbovec,1,0,0,0,0,0,0,2,,
"Dječji vrtić Vrtuljak, Nuštar",0,1,0,0,0,0,0,9,,
"Dječji vrtić Vrtuljak, Split",1,0,0,0,0,0,0,3,,
"Dječji vrtić Vrška vila, Vrsi",1,0,0,0,0,0,0,2,,
Dječji vrtić Vukovar I.,1,0,0,0,0,0,0,5,,
Dječji vrtić Vukovar II,1,0,0,0,0,0,0,5,,
"Dječji vrtić Zapruđe, Zagreb",1,0,0,0,0,0,0,2,,
"Dječji vrtić Zeko, Kneževi Vinogradi",1,0,0,0,0,0,0,2,,
"Dječji vrtić Zeko, Slatina",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Zečić, Varaždin",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Zipka, Macinec",1,0,0,0,0,0,0,5,,
"Dječji vrtić Zlatan, Rijeka",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Zlatna lučica, Sukošan",1,0,0,0,0,0,0,2,,
"Dječji vrtić Zlatni dani, Zlatar Bistrica",1,0,0,0,0,0,0,1,,
"Dječji vrtić Zlatokosa, Borovo",0,1,0,0,0,0,0,9,,
"Dječji vrtić Zrno, Virje",1,0,0,0,0,0,0,2,,
"Dječji vrtić Zrno, Zagreb",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Zvjezdica mira, Rijeka",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Zvjezdice, Marčan",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Zvjezdice, Zemunik Donji",0,0,0,0,0,0,0,,1,193 dana
Dječji vrtić Zvončica Zagreb,0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Zvončica, Pula",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Zvončica, Sesvete",0,1,0,0,0,0,0,7,,
"Dječji vrtić Zvončica, Viškovo",0,0,0,0,0,0,0,,1,193 dana
Dječji vrtić Zvončić Ozalj,0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Zvončić, Nedelišće",1,0,0,0,0,0,0,1,,
"Dječji vrtić Zvončić, Poličnik",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Zvončić, Vrlika",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Zvončić, Zagreb",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Zvrk, Đakovo",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić pri Dnevnom centru za rehabilitaciju Veruda, Pula",0,0,1,0,0,0,0,12,,
"Dječji vrtić Ćok, Tkon",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Čarobna šuma, Križevci",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Čarobni Pianino, Split",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Čarobni dvorac, Zagreb",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Čarolija, Žakanje",1,0,0,0,0,0,0,5,,
"Dječji vrtić Čavlić, Čavle",1,0,0,0,0,0,0,2,,
"Dječji vrtić Četiri rijeke, Karlovac",0,1,0,0,0,0,0,8,,
"Dječji vrtić Čira - Čara, Varaždin",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Čuperak, Zadar",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Đakovo, Đakovo",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Šareni svijet, Požega",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Šibenska Maslina, Šibenik",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Šiljo, Pula",1,0,0,0,0,0,0,2,,
"Dječji vrtić Školjkica, Split",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Škrinjica, Vidovec",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Šlapica, Oroslavje",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Šuškalica, Zadar",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtić Žabica, Otok",1,0,0,0,0,0,0,1,,
"Dječji vrtić Žibeki, Čakovec",1,0,0,0,0,0,0,3,,
"Dječji vrtić Žirafa, Rijeka",0,0,0,0,0,0,0,,1,193 dana
Dječji vrtić Župa dubrovačka,0,1,0,0,0,0,0,10,,
"Dječji vrtić Žuto pače, Zadar",0,0,0,0,0,0,0,,1,193 dana
"Dječji vrtići Dubrovnik, Dubrovnik",0,0,0,0,0,0,0,,1,193 dana
"Dom učenika srednjih škola Antun Gustav Matoš, Zagreb",0,0,1,0,0,0,0,11,,
"Dom za starije osobe Park, Zagreb",0,0,0,0,0,0,0,,1,119 dana
Dom zdravlja Novalja,0,0,0,0,0,0,0,,1,198 dana
"Doroslov, Donji Miholjac",1,0,0,0,0,0,0,2,,
"Druga ekonomska škola, Zagreb",0,0,1,0,0,0,0,11,,
Druga srednja škola Beli Manastir,0,0,0,0,0,0,0,,1,13 dana
"Državna agencija za osiguranje štednih uloga i sanaciju banaka, Zagreb",0,0,0,0,0,0,0,,1,158 dana
"Državna geodetska uprava, Zagreb",0,0,0,0,0,0,0,,1,198 dana
Državna škola za javnu upravu,0,1,0,0,0,0,0,8,,
"Državni zavod za radiološku i nuklearnu sigurnost, Zagreb",1,0,0,0,0,0,0,3,,
"Državno izborno povjerenstvo, Zagreb",1,0,0,0,0,0,0,4,,
Dubrovački muzeji,1,0,0,0,0,0,0,1,,
Dubrovački muzeji - Arheološki muzej,0,0,0,0,0,0,0,,1,33 dana
Dubrovački muzeji - Etnografski muzej,0,0,0,0,0,0,0,,1,33 dana
Dubrovački muzeji - Kulturno-povijesni muzej,0,0,0,0,0,0,0,,1,33 dana
Dubrovački muzeji - Muzej suvremene povijesti,0,0,0,0,0,0,0,,1,33 dana
Dubrovački muzeji - Pomorski muzej,0,0,0,0,0,0,0,,1,33 dana
Dubrovačko-neretvanska županija,3,0,0,0,0,0,0,2,,
Dugoselski komunalni i poduzetnički centar,1,0,0,0,0,0,0,5,,
"Dvorac, Valpovo",1,0,0,0,0,0,0,2,,
"EKO Jankovci, Stari Jankovci",0,1,0,0,0,0,0,8,,
"EKO KONG, Nova Gradiška",1,0,0,0,0,0,0,4,,
"EKO, Blato",0,0,0,0,0,0,0,,1,119 dana
"Eko Moslavina, Kutina",0,0,0,0,0,0,0,,1,119 dana
"Eko-Dunav, Borovo",1,0,0,0,0,0,0,4,,
"Ekonomska i birotehnička škola, Bjelovar",0,1,0,0,0,0,0,10,,
"Ekonomska i trgovačka škola Ivana Domca, Vinkovci",0,0,1,0,0,0,0,11,,
Ekonomska i upravna škola Osijek,0,0,1,0,0,0,0,12,,
Ekonomska škola Mije Mirkovića Rijeka,0,1,0,0,0,0,0,8,,
Ekonomska škola Sisak,0,1,0,0,0,0,0,9,,
Ekonomska škola Šibenik,0,0,1,0,0,0,0,13,,
"Ekonomska škola, Požega",0,1,0,0,0,0,0,10,,
Ekonomski institut Zagreb,0,1,0,0,0,0,0,10,,
"Ekonomsko-birotehnička škola, Slavonski Brod",0,0,1,0,0,0,0,11,,
"Ekonomsko-birotehnička škola, Split",0,1,0,0,0,0,0,8,,
"Ekonomsko-turistička škola, Karlovac",0,1,0,0,0,0,0,9,,
Ekos Hrvatska Kostajnica,0,0,0,0,0,0,0,,1,119 dana
"Elektrostrojarska škola, Varaždin",0,0,1,0,0,0,0,11,,
"Elektrotehnička i ekonomska škola, Nova Gradiška",0,0,1,0,0,0,0,11,,
"Elektrotehnička škola, Split",0,0,1,0,0,0,0,12,,
"Elektrotehnička škola, Zagreb",0,1,0,0,0,0,0,8,,
Etnografski muzej Buje,0,0,0,0,0,0,0,,1,33 dana
"Etnografski muzej Istre - Museo etnografico dell'Istria, Pazin",1,0,0,0,0,0,0,1,,
Etnografski muzej Split,0,0,0,0,0,0,0,,1,33 dana
Etnografski muzej Zagreb,1,0,0,0,0,0,0,3,,
"Financijska agencija, Zagreb",1,0,0,0,0,1,0,25.5,,
"Fond za zaštitu okoliša i energetsku učinkovitost, Zagreb",0,1,0,0,0,0,0,6,,
"Geodetska tehnička škola, Zagreb",0,1,0,0,0,0,0,8,,
"Glazbena škola Blagoja Berse, Zagreb",0,0,1,0,0,0,0,13,,
"Glazbena škola Blagoje Bersa, Zadar",0,1,0,0,0,0,0,9,,
Glazbena škola Brune Bjelinskog,0,1,0,0,0,0,0,10,,
"Glazbena škola Ferdo Livadić, Samobor",0,1,0,0,0,0,0,10,,
Glazbena škola Franje Kuhača Osijek,0,1,0,0,0,0,0,8,,
"Glazbena škola Ivana Lukačića, Šibenik",0,1,0,0,0,0,0,9,,
Glazbena škola Ivana Matetića Ronjgova Rijeka,0,1,0,0,0,0,0,10,,
Glazbena škola Ivana Matetića-Ronjgova Pula,0,0,1,0,0,0,0,11,,
"Glazbena škola Jan Vlašimsky, Virovitica",0,0,1,0,0,0,0,13,,
"Glazbena škola Josipa Hatzea, Split",0,1,0,0,0,0,0,10,,
"Glazbena škola Pavla Markovca, Zagreb",0,0,1,0,0,0,0,11,,
Glazbena škola Pregrada,0,1,0,0,0,0,0,10,,
Glazbena škola u Novskoj,0,1,0,0,0,0,0,9,,
"Gospodarska škola, Čakovec",0,0,0,0,0,0,0,,1,13 dana
Gospodarsko komunalni park Štefanje,1,0,0,0,0,0,0,2,,
Grad Beli Manastir,0,0,1,0,0,0,0,11,,
Grad Belišće,0,1,0,0,0,0,0,6,,
Grad Benkovac,1,0,0,0,0,0,0,3,,
Grad Bjelovar,0,1,0,0,0,0,0,9,,
Grad Buje,0,0,1,0,0,0,0,14,,
Grad Buzet,0,1,0,0,0,0,0,9,,
Grad Cres,0,0,1,0,0,0,0,11,,
Grad Crikvenica,0,1,0,0,0,0,0,10,,
Grad Daruvar,0,1,0,0,0,0,0,9,,
Grad Delnice,0,1,0,0,0,0,0,6,,
Grad Donja Stubica,0,1,0,0,0,0,0,10,,
Grad Donji Miholjac,0,1,0,0,0,0,0,6,,
Grad Drniš,0,1,0,0,0,0,0,9,,
Grad Duga Resa,0,1,0,0,0,0,0,8,,
Grad Dugo Selo,0,0,1,0,0,0,0,11,,
Grad Garešnica,1,0,0,0,0,0,0,1,,
Grad Glina,0,0,1,0,0,0,0,14,1,2 dana
Grad Gospić,0,1,0,0,0,0,0,10,,
Grad Grubišno Polje,0,0,1,0,0,0,0,12,,
Grad Imotski,0,0,0,0,0,1,0,47,,
Grad Ivanec,1,0,0,0,0,0,0,4,,
Grad Ivanić-Grad,0,0,1,1,0,0,0,15.5,,
Grad Karlovac,0,1,0,0,0,0,1,95.5,,
Grad Kastav,0,0,1,0,0,0,0,11,,
Grad Kaštela,0,0,1,0,0,0,0,15,,
Grad Klanjec,0,1,0,0,0,0,0,8,,
Grad Knin,1,0,0,0,1,0,0,12,,
Grad Korčula,0,0,0,0,1,0,0,25,,
Grad Kraljevica,1,0,0,0,0,0,0,5,,
Grad Krapina,1,0,0,0,0,0,0,3,,
Grad Križevci,0,1,0,0,0,0,0,9,,
Grad Kutina,1,0,0,0,0,0,0,5,,
Grad Kutjevo,1,0,0,0,0,0,0,3,,
Grad Labin,0,1,0,0,0,0,0,6,,
Grad Lepoglava,0,1,0,0,0,0,0,10,,
Grad Lipik,0,1,0,0,0,0,0,10,,
Grad Ludbreg,0,1,0,0,0,0,0,9,,
Grad Makarska,0,0,1,0,0,0,0,11,,
Grad Mali Lošinj,0,0,0,1,0,0,0,18,,
Grad Mursko Središće,0,1,0,0,0,0,0,8,,
Grad Nin,0,1,0,0,0,0,0,6,,
Grad Nova Gradiška,0,0,0,0,0,0,0,,1,47 dana
Grad Novalja,0,0,0,0,0,0,0,,1,198 dana
Grad Novi Marof,0,1,0,0,0,0,0,10,,
Grad Novi Vinodolski,0,1,0,0,0,0,0,9,1,4 dana
Grad Novigrad,0,1,0,0,0,0,0,10,,
Grad Novska,1,0,0,0,0,0,0,4,,
Grad Ogulin,0,1,0,0,0,0,0,9,,
Grad Omiš,0,0,1,0,0,0,0,11,,
Grad Opatija,0,0,0,0,0,1,0,47,,
Grad Opuzen,0,1,0,0,0,0,0,9,,
Grad Orahovica,0,1,0,0,0,0,0,9,,
Grad Osijek,0,0,0,1,0,0,0,16,,
Grad Otok,0,0,0,1,0,0,0,17,,
Grad Ozalj,0,0,1,0,0,0,0,15,,
Grad Pag,0,0,1,0,0,0,0,15,,
Grad Pazin,0,1,0,0,0,0,0,9,,
Grad Petrinja,0,1,0,0,0,0,0,10,,
Grad Pleternica,0,0,1,0,0,0,0,11,,
Grad Ploče,1,0,0,0,0,0,0,5,,
Grad Popovača,0,0,0,0,1,0,0,24,,
Grad Poreč,0,2,0,0,0,0,0,10,,
Grad Pregrada,0,1,0,0,0,0,0,8,,
Grad Prelog,0,1,0,0,0,0,0,10,,
Grad Pula,0,1,2,1,1,0,0,11,,
Grad Rab,0,1,0,0,0,0,0,10,,
Grad Rijeka,0,0,0,1,0,0,0,20,,
Grad Rovinj,0,0,1,0,0,0,0,12,,
Grad Samobor,0,1,0,0,0,0,0,9,,
Grad Sinj,1,0,0,0,0,0,0,2,,
Grad Sisak,0,0,1,0,0,0,0,11,,
Grad Skradin,0,1,0,0,0,0,0,9,,
Grad Slatina,1,0,0,0,0,0,0,2,,
Grad Slavonski Brod,0,0,0,0,0,1,0,47,,
Grad Slunj,0,1,0,0,0,0,0,9,,
Grad Solin,0,1,0,0,0,0,0,6,,
Grad Split,1,0,0,0,0,0,0,2,,
Grad Stari Grad,0,1,0,0,0,0,0,8,,
Grad Sveta Nedelja,0,1,0,0,0,0,0,10,,
Grad Sveti Ivan Zelina,1,0,0,0,0,0,0,2,,
Grad Trogir,0,0,1,0,0,0,0,11,,
Grad Umag,0,0,0,1,0,0,0,19,,
Grad Valpovo,0,1,0,0,0,0,0,9,,
Grad Varaždin,0,0,1,0,0,0,0,15,,
Grad Varaždinske Toplice,1,0,0,0,0,0,0,4,,
Grad Velika Gorica,0,1,0,0,0,0,0,8,,
Grad Vinkovci,0,0,1,0,0,0,0,11,,
Grad Vodice,0,0,0,0,0,1,0,47,,
Grad Vodnjan - Dignano,0,0,1,0,0,0,0,12,,
Grad Vrbovec,1,0,0,0,0,0,0,4,,
Grad Vrbovsko,0,1,0,0,0,0,0,6,,
Grad Vrgorac,1,0,0,0,0,0,0,4,,
Grad Vrlika,0,0,0,0,1,0,0,23,,
Grad Vukovar,0,0,1,0,0,0,0,11,,
Grad Zabok,0,1,0,0,0,0,0,10,1,3 dana
Grad Zadar,0,1,0,0,0,0,0,9,,
Grad Zagreb,1,1,3,3,2,2,6,29,12,185 dana
Grad Zaprešić,0,1,0,0,0,0,0,10,,
Grad Zlatar,0,0,0,0,1,0,0,26,,
Grad Čabar,0,0,0,0,0,0,0,,1,47 dana
Grad Čakovec,0,0,0,1,0,0,0,16,,
Grad Čazma,1,0,0,0,0,0,0,1,,
Grad Đakovo,0,1,0,0,1,0,0,19.5,,
Grad Šibenik,1,0,0,0,0,0,0,2,,
Grad Županja,0,0,1,0,0,0,0,11,,
"Graditeljska tehnička škola, Zagreb",0,1,0,0,0,0,0,10,,
"Graditeljska škola za industriju i obrt, Rijeka",0,0,1,0,0,0,0,12,,
"Graditeljska, prirodoslovna i rudarska škola, Varaždin",0,1,0,0,0,0,0,8,,
"Graditeljsko-geodetska tehnička škola, Split",0,1,0,0,0,0,0,8,,
Gradska knjižnica Novalja,0,0,1,0,0,0,0,12,,
Gradska čistoća Drniš,1,0,0,0,0,0,0,2,,
"Gradska čistoća, Šibenik",1,0,0,0,0,0,0,3,,
Gradski muzej Bakar,0,0,0,0,0,0,0,,1,33 dana
Gradski muzej Bjelovar,1,0,0,0,0,0,0,1,,
Gradski muzej Drniš,1,0,0,0,0,0,0,1,,
Gradski muzej Jastrebarsko,1,0,0,0,0,0,0,1,,
Gradski muzej Karlovac,0,0,0,0,1,0,0,28,,
Gradski muzej Korčula,0,1,0,0,0,0,0,9,,
Gradski muzej Križevci,1,0,0,0,0,0,0,3,,
Gradski muzej Makarska,0,0,0,0,0,0,0,,1,33 dana
Gradski muzej Nova Gradiška,0,0,0,1,0,0,0,17,,
Gradski muzej Novalja,1,0,0,0,0,0,0,3,,
Gradski muzej Omiš,1,0,0,0,0,0,0,3,,
Gradski muzej Orahovica,0,0,0,0,0,0,0,,1,33 dana
Gradski muzej Požega,1,0,0,0,0,0,0,1,,
Gradski muzej Senj,0,0,0,0,0,0,0,,1,33 dana
Gradski muzej Sisak,0,0,0,0,0,0,0,,1,33 dana
Gradski muzej Varaždin,1,0,0,0,0,0,0,1,,
Gradski muzej Vinkovci,1,0,0,0,0,0,0,1,,
Gradski muzej Virovitica,0,0,0,0,1,0,0,21,,
Gradski muzej Vukovar,0,1,0,0,0,0,0,6,,
Gradski muzej Čazma,0,0,0,0,1,0,0,26,,
"Gradski parking, Šibenik",0,0,0,0,0,0,0,,1,119 dana
Gradski vrtići Šibenik,0,0,0,0,0,0,0,,1,193 dana
"Gradsko komunalno društvo DOBRA, Bakar",0,0,0,0,0,0,0,,1,119 dana
Gradsko komunalno društvo Senj,0,0,0,0,0,0,0,,1,119 dana
"Gradsko komunalno poduzeće Komunalac, Koprivnica",0,0,0,0,0,0,0,,1,119 dana
"Gradsko komunalno poduzeće Čakom, Čakovec",1,0,0,0,0,0,0,2,,
"Gradsko stambeno komunalno gospodarstvo, Zagreb",1,0,0,0,0,0,0,2,,
Gračac Vodovod i odvodnja,1,0,0,0,0,0,0,2,,
Građevinska tehnička škola,0,1,0,0,0,0,0,10,,
"Gubavica, Zadvarje",0,0,0,0,0,0,0,,1,119 dana
HEP Opskrba,0,0,0,0,0,0,0,,1,222 dana
HEP Toplinarstvo,0,2,0,0,0,0,0,7,,
Hotelijersko-turistička škola u Zagrebu,0,0,1,0,0,0,0,13,,
"Hrvatska agencija za malo gospodarstvo, inovacije i investicije, Zagreb",0,1,0,0,0,0,0,6,1,12 dana
"Hrvatska agencija za okoliš i prirodu, Zagreb",1,1,0,0,0,0,0,3.5,,
"Hrvatska banka za obnovu i razvitak, Zagreb",0,0,0,0,2,0,0,22,,
"Hrvatska elektroprivreda, Zagreb",0,0,0,0,0,0,0,,1,179 dana
"Hrvatska gospodarska komora, Zagreb",0,1,1,0,0,0,0,9.5,,
"Hrvatska narodna banka, Zagreb",1,0,0,0,0,0,0,4,,
"Hrvatska pošta, Zagreb",0,0,0,0,1,0,0,22,,
"Hrvatska poštanska banka, Zagreb",0,0,1,0,0,0,0,11,,
"Hrvatska radiotelevizija, Zagreb",0,0,0,1,0,0,0,16,,
"Hrvatska regulatorna agencija za mrežne djelatnosti, Zagreb",0,0,1,0,0,0,0,11,,
"Hrvatska turistička zajednica, Zagreb",0,1,0,0,0,0,2,77,,
"Hrvatske autoceste održavanje i naplata cestarine, Zagreb",1,0,0,0,0,0,0,4,,
"Hrvatske ceste, Zagreb",0,0,1,0,0,0,0,15,,
"Hrvatske vode, Zagreb",1,0,0,0,0,0,0,4,,
"Hrvatske šume Consult, Zagreb",0,1,0,0,0,0,0,8,,
"Hrvatske šume, Zagreb",0,1,0,0,0,0,0,6,,
"Hrvatski geološki institut, Zagreb",1,0,0,0,0,0,0,2,,
"Hrvatski kinološki savez, Zagreb",0,0,0,0,0,0,0,,1,53 dana
"Hrvatski muzej naivne umjetnosti, Zagreb",1,0,0,0,0,0,0,5,,
"Hrvatski muzej turizma, Opatija",1,0,0,0,0,0,0,0,,
Hrvatski pomorski muzej Split,1,0,0,0,0,0,0,4,,
"Hrvatski povijesni muzej, Zagreb",1,0,0,0,0,0,0,5,,
"Hrvatski prirodoslovni muzej, Zagreb",1,0,0,0,0,0,0,2,,
"Hrvatski sabor, Zagreb",2,0,0,0,0,0,0,3,2,13 dana
