Tijelo,1-5,6-10,11-15,16-20,21-40,41-60,61+,Median,Broj neodgovorenih,Najstariji neodgovoreni
Osječko-baranjska županija,0,0,0,0,0,0,0,,1,254 dana
Osnovna Montessori Škola Barunice Dedee Vranyczany,0,0,0,0,0,0,0,,1,73 dana
Osnovna glazbena škola Borisa Papandopula Kutina,1,0,0,0,0,0,0,5,,
Osnovna glazbena škola Ivana Zajca,1,0,0,0,0,0,0,2,,
Osnovna glazbena škola Kontesa Dora,0,0,0,0,0,0,0,,1,73 dana
Osnovna glazbena škola Milke Trnine,0,0,0,0,0,0,0,,1,73 dana
Osnovna glazbena škola Slatina,0,0,1,0,0,0,0,13,,
Osnovna škola '1. listopada 1942.',0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Ante Anđelinović',0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Ante Curać-Pinjac',0,1,0,0,0,0,0,10,,
Osnovna škola 'Antun Gustav Matoš' Tovarnik,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Antun Nemčić Gostovinski',0,0,0,1,0,0,0,16,,
Osnovna škola 'Antun i Stjepan Radić',0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola 'August Cesarec', Ivankovo",0,0,0,1,0,0,0,16,,
"Osnovna škola 'August Cesarec', Špišić Bukovica",0,1,0,0,0,0,0,6,,
Osnovna škola 'August Harambašić',1,0,0,0,0,0,0,2,,
Osnovna škola 'Blaž Tadijanović',0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola 'Bol', Split",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Braća Bobetko' Sisak,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Braća Glumac',0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola 'Braća Radić', Koprivnica",0,0,1,0,0,0,0,13,,
"Osnovna škola 'Braća Radić', Martinska Ves",0,0,0,0,1,0,0,22,,
"Osnovna škola 'Dobriša Cesarić', Osijek",0,1,0,0,0,0,0,7,,
Osnovna škola 'Dr. Andrija Mohorovičić',0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Dr. Ante Starčević' Pazarište-Klanac,1,0,0,0,0,0,0,3,,
Osnovna škola 'Dr. Fra Karlo Balić',0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola 'Dr. Franjo Tuđman', Beli Manastir",1,0,0,0,0,0,0,3,,
"Osnovna škola 'Dr. Franjo Tuđman', Šarengrad",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Dr. Ivan Merz',0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Dr. Stjepan Ilijašević',0,0,1,0,0,0,0,14,,
Osnovna škola 'Dragutin Tadijanović' Slavonski Brod,0,0,1,0,0,0,0,11,,
Osnovna škola 'Eugen Kumičić',1,0,0,0,0,0,0,2,,
Osnovna škola 'Fran Franković',0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Fran Koncelak' Drnje,1,0,0,0,0,0,0,3,,
Osnovna škola 'Fran Krsto Frankopan' Krk,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola 'Grigor Vitez', Osijek",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola 'Grigor Vitez', Sveti Ivan Žabno",0,1,0,0,0,0,0,10,,
Osnovna škola 'Gustav Krklec' Maruševec,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Hugo Badalić',0,0,1,0,0,0,0,14,,
"Osnovna škola 'Ivan Filipović', Račinovci",0,0,0,0,1,0,0,21,,
"Osnovna škola 'Ivan Filipović', Velika Kopanica",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Ivan Goran Kovačić' Čepić,1,0,0,0,0,0,0,4,,
"Osnovna škola 'Ivan Goran Kovačić', Duga Resa",1,0,0,0,0,0,0,2,,
"Osnovna škola 'Ivan Goran Kovačić', Petrinja",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola 'Ivan Goran Kovačić', Slavonski Brod",0,1,0,0,0,0,0,8,,
"Osnovna škola 'Ivan Goran Kovačić', Velika",0,1,0,0,0,0,0,6,,
"Osnovna škola 'Ivan Goran Kovačić', Zdenci",0,1,0,0,0,0,0,10,,
Osnovna škola 'Ivan Kozarac',1,0,0,0,0,0,0,3,,
Osnovna škola 'Ivan Leko',0,0,1,0,0,0,0,13,,
Osnovna škola 'Ivan Meštrović' Drenovci,1,0,0,0,0,0,0,2,,
"Osnovna škola 'Ivana Brlić-Mažuranić', Strizivojna",1,0,0,0,0,0,0,2,,
Osnovna škola 'Ivo Kozarčanin',1,0,0,0,0,0,0,3,,
Osnovna škola 'Ivo Lola Ribar' Labin,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Josip Pupačić',0,0,1,0,0,0,0,11,,
Osnovna škola 'Katarina Zrinska' Mečenčani,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Kreativan razvoj' s pravom javnosti,1,0,0,0,0,0,0,2,,
Osnovna škola 'Mladost',1,0,0,0,0,0,0,3,,
Osnovna škola 'Sveti Petar' Orehovec,0,1,0,0,0,0,0,6,,
Osnovna škola 'Vladimir Gortan',1,0,0,0,0,0,0,2,,
"Osnovna škola 'Vladimir Nazor', Rešetari",0,0,1,0,0,0,0,11,,
"Osnovna škola 'Vladimir Nazor', Velika",0,1,0,0,0,0,0,6,,
Osnovna škola 'Đuro Ester',0,0,0,0,0,0,0,,1,73 dana
Osnovna škola 'Đuro Pilar',0,0,1,0,0,0,0,11,,
Osnovna škola - Scuola Elementare 'San Nicolo',0,1,0,0,0,0,0,9,,
Osnovna škola - Scuola Elementare Belvedere,0,1,0,0,0,0,0,7,,
Osnovna škola - Scuola Elementare Dolac,1,0,0,0,0,0,0,4,,
Osnovna škola - Scuola Elementare Gelsi,1,0,0,0,0,0,0,3,,
Osnovna škola 22. lipnja,0,1,0,0,0,0,0,10,,
"Osnovna škola ANŽ Frankopan, Kosinj",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Alojzija Stepinca,1,0,0,0,0,0,0,5,,
Osnovna škola Andrije Kačića Miošića,1,0,0,0,0,0,0,2,,
Osnovna škola Andrije Palmovića,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Ane Katarine Zrinski,1,0,0,0,0,0,0,3,,
"Osnovna škola Ante Kovačića, Marija Gorica",0,0,1,0,0,0,0,11,,
"Osnovna škola Ante Kovačića, Zagreb-Susedgrad",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Ante Kovačića, Zlatar",0,0,1,0,0,0,0,12,,
Osnovna škola Ante Starčevića Dicmo,0,0,0,1,0,0,0,16,,
Osnovna škola Ante Starčevića Viljevo,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Ante Starčevića, Lepoglava",1,0,0,0,0,0,0,2,,
"Osnovna škola Ante Starčevića, Rešetari",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Antun Gustav Matoš, Vinkovci",1,0,0,0,0,0,0,5,,
"Osnovna škola Antun Klasinc, Lasinja",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Antun Matija Reljković,' Bebrina",0,1,0,0,0,0,0,8,,
"Osnovna škola Antun Mihanović, Nova Kapela Batrina",0,1,0,0,0,0,0,6,,
"Osnovna škola Antun Mihanović, Slavonski Brod",0,0,1,0,0,0,0,11,,
Osnovna škola Antuna Augustinčića,1,0,0,0,0,0,0,2,,
Osnovna škola Antuna Bauera,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Antuna Branka Šimića,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Antuna Gustava Matoša, Novalja",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Antuna Gustava Matoša, Zagreb",0,1,0,0,0,0,0,6,,
"Osnovna škola Antuna Gustava Matoša, Čačinci",0,1,0,0,0,0,0,10,,
"Osnovna škola Antuna Masle, Orašac",0,0,1,0,0,0,0,14,,
Osnovna škola Antuna Mihanovića Petropoljskog,1,0,0,0,0,0,0,5,,
Osnovna škola Antuna Mihanovića Petrovsko,1,0,0,0,0,0,0,2,,
"Osnovna škola Antuna Mihanovića, Klanjec",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Antuna Mihanovića, Osijek",1,0,0,0,0,0,0,3,,
"Osnovna škola Antuna Mihanovića, Zagreb",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Antunovac,0,0,1,0,0,0,0,11,,
"Osnovna škola August Šenoa, Osijek",0,1,0,0,0,0,0,9,,
"Osnovna škola Augusta Cesarca, Krapina",0,1,0,0,0,0,0,7,,
"Osnovna škola Augusta Cesarca, Zagreb",0,1,0,0,0,0,0,6,,
Osnovna škola Augusta Harambašića,0,1,0,0,0,0,0,7,,
"Osnovna škola Augusta Šenoe, Gundinci",1,0,0,0,0,0,0,5,,
Osnovna škola Bakar,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Bana Josipa Jelačića,1,0,0,0,0,0,0,4,,
Osnovna škola Banija,1,0,0,0,0,0,0,3,,
Osnovna škola Banova Jaruga,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Barilović,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Bartola Kašića, Vinkovci",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Bartola Kašića, Zagreb",0,0,1,0,0,0,0,12,,
"Osnovna škola Bartula Kašića, Zadar",1,0,0,0,0,0,0,2,,
Osnovna škola Bedekovčina,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Belec,0,0,1,0,0,0,0,12,,
Osnovna škola Beletinec,0,1,0,0,0,0,0,6,,
Osnovna škola Belica,1,0,0,0,0,0,0,2,,
Osnovna škola Benkovac,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Berek,1,0,0,0,0,0,0,2,,
Osnovna škola Bijaći,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Bijelo Brdo,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Bilje,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Biograd,0,1,0,0,0,0,0,10,,
Osnovna škola Bisag,1,0,0,0,0,0,0,2,,
Osnovna škola Bistra,1,0,0,0,0,0,0,2,,
Osnovna škola Blage Zadre,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Blatine-Škrape,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Bobota,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Bogoslav Šulek,1,0,0,0,0,0,0,2,,
Osnovna škola Bogumila Tonija,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Bol,1,0,0,0,0,0,0,2,,
Osnovna škola Borovje,0,0,0,1,0,0,0,20,,
Osnovna škola Borovo,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Brajda,1,0,0,0,0,0,0,5,,
Osnovna škola Bratoljuba Klaića,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Braća Ribar Sisak,0,1,0,0,0,0,0,8,,
"Osnovna škola Braća Ribar, Posedarje",1,0,0,0,0,0,0,5,,
Osnovna škola Braća Seljan,1,0,0,0,0,0,0,3,,
Osnovna škola Braće Radića Pakrac,1,0,0,0,0,0,0,4,,
"Osnovna škola Braće Radića, Donji Muć",0,1,0,0,0,0,0,9,,
"Osnovna škola Braće Radića, Kloštar Ivanić",0,1,0,0,0,0,0,8,,
Osnovna škola Brda,1,0,0,0,0,0,0,2,,
Osnovna škola Breznički Hum,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Brezovica,1,0,0,0,0,0,0,2,,
Osnovna škola Brod Moravice,1,0,0,0,0,0,0,4,,
Osnovna škola Brodarica,0,0,1,0,0,0,0,12,,
Osnovna škola Bršadin,0,1,0,0,0,0,0,9,,
Osnovna škola Budaševo-Topolovac-Gušće,0,1,0,0,0,0,0,8,,
Osnovna škola Budrovci,1,0,0,0,0,0,0,2,,
Osnovna škola Bukovac,0,0,1,0,0,0,0,13,,
Osnovna škola Cavtat,1,0,0,0,0,0,0,4,,
"Osnovna škola Centar, Pula",0,0,1,0,0,0,0,12,,
"Osnovna škola Centar, Rijeka",1,0,0,0,0,0,0,2,,
Osnovna škola Cestica,1,0,0,0,0,0,0,2,,
Osnovna škola Cetingrad,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Cvjetno Naselje,1,0,0,0,0,0,0,2,,
Osnovna škola Dalj,1,0,0,0,0,0,0,1,,
Osnovna škola Darda,1,0,0,0,0,0,0,2,1,73 dana
Osnovna škola Davorin Trstenjak Posavski Podgajci,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Davorin Trstenjak, Čađavica",1,0,0,0,0,0,0,3,,
"Osnovna škola Davorina Trstenjaka, Hrvatska Kostajnica",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Davorina Trstenjaka, Zagreb",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Dežanovac,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Dinka Šimunovića,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Divšići,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Dobriša Cesarić, Požega",1,0,0,0,0,0,0,2,,
Osnovna škola Dobriše Cesarića,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Domašinec,1,0,0,0,0,0,0,5,,
Osnovna škola Domovinske Zahvalnosti,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Donja Dubrava,0,1,0,0,0,0,0,6,,
Osnovna škola Donja Stubica,1,0,0,0,0,0,0,4,,
Osnovna škola Donji Lapac,1,0,0,0,0,0,0,2,,
Osnovna škola Dore Pejačević Našice,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Dragalić,0,0,1,0,0,0,0,12,,
Osnovna škola Draganići,0,1,0,0,0,0,0,10,,
Osnovna škola Dragojle Jarnević,1,0,0,0,0,0,0,4,,
"Osnovna škola Dragutina Domjanića, Sveti Ivan Zelina",1,0,0,0,0,0,0,2,,
"Osnovna škola Dragutina Domjanića, Zagreb-Susedgrad",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Dragutina Kušlana,1,0,0,0,0,0,0,2,,
Osnovna škola Dragutina Lermana,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Dragutina Tadijanovića, Petrinja",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Dragutina Tadijanovića, Vukovar",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Dragutina Tadijanovića, Zagreb",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Draškovec,0,1,0,0,0,0,0,6,,
Osnovna škola Draž,1,0,0,0,0,0,0,2,,
Osnovna škola Drenje,1,0,0,0,0,0,0,4,,
Osnovna škola Dubovac,1,0,0,0,0,0,0,3,,
Osnovna škola Dubrava,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Dugopolje,0,1,0,0,0,0,0,6,,
Osnovna škola Dvor,1,0,0,0,0,0,0,5,,
Osnovna škola Ernestinovo,0,0,1,0,0,0,0,12,,
"Osnovna škola Eugena Kumičića, Slatina",0,1,0,0,0,0,0,9,,
"Osnovna škola Eugena Kumičića, Velika Gorica",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Eugena Kvaternika, Rakovica",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Eugena Kvaternika, Velika Gorica",0,1,0,0,0,0,0,9,,
Osnovna škola Fausta Vrančića,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Fažana,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Ferdinandovac,1,0,0,0,0,0,0,2,,
Osnovna škola Fra Ante Gnječa,0,1,0,0,0,0,0,7,,
Osnovna škola Fra Bernardina Tome Leakovića,0,1,0,0,0,0,0,8,,
Osnovna škola Fra Pavla Vučkovića,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Frana Galovića,0,1,0,0,0,0,0,6,,
"Osnovna škola Frana Krste Frankopana, Brod na Kupi",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Frana Krste Frankopana, Osijek",0,0,1,0,0,0,0,14,,
"Osnovna škola Frana Krste Frankopana, Zagreb",0,0,1,0,0,0,0,12,,
Osnovna škola Frane Petrića,0,0,1,0,0,0,0,11,,
Osnovna škola Franje Horvata Kiša,0,0,0,0,1,0,0,25,,
Osnovna škola Franje Krežme,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Franje Serta Bednja,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Galdovo,0,1,0,0,0,0,0,9,,
Osnovna škola Galovac,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Garešnica,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Generalski Stol,1,0,0,0,0,0,0,4,,
Osnovna škola Giuseppina Martinuzzi,0,1,0,0,0,0,0,8,,
Osnovna škola Glina,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Goričan,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Gorjani,0,1,0,0,0,0,0,6,,
Osnovna škola Gornja Poljica,1,0,0,0,0,0,0,2,,
Osnovna škola Gornje Jesenje,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Gornji Mihaljevec,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Grabrik,0,0,1,0,0,0,0,13,,
Osnovna škola Gradac,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Gradec,1,0,0,0,0,0,0,2,,
Osnovna škola Gradina,1,0,0,0,0,0,0,2,,
Osnovna škola Gradište,0,1,0,0,0,0,0,9,,
Osnovna škola Gračani,1,0,0,0,0,0,0,3,,
Osnovna škola Grgura Karlovčana,1,0,0,0,0,0,0,3,,
Osnovna škola Grigora Viteza,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Grigora Viteza Poljana,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Gripe,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Grofa Janka Draškovića, Klenovnik",1,0,0,0,0,0,0,2,,
"Osnovna škola Grofa Janka Draškovića, Zagreb-Susedgrad",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Grohote,0,0,0,1,0,0,0,16,,
Osnovna škola Gustava Krkleca,1,0,0,0,0,0,0,5,,
Osnovna škola Gvozd,1,0,0,0,0,0,0,3,,
"Osnovna škola Hinka Juhna, Podgorač",0,0,0,0,1,0,0,32,,
Osnovna škola Hodošan,0,1,0,0,0,0,0,7,,
Osnovna škola Horvati,0,1,0,0,0,0,0,7,,
Osnovna škola Hreljin,1,0,0,0,0,0,0,2,,
Osnovna škola Hrvatski sokol,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Hvar,0,0,0,1,0,0,0,18,,
Osnovna škola I.G. Kovačića,0,0,0,1,0,0,0,17,,
Osnovna škola Ilača-Banovci,0,1,0,0,0,0,0,9,,
Osnovna škola Ivan Duknović,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Ivan Goran Kovačić, Benkovac",1,0,0,0,0,0,0,4,,
"Osnovna škola Ivan Goran Kovačić, Đakovo",1,0,0,0,0,0,0,2,,
"Osnovna škola Ivan Goran Kovačić, Štitar",1,0,0,0,0,0,0,2,,
"Osnovna škola Ivan Mažuranić, Sibinj",0,1,0,0,0,0,0,6,,
"Osnovna škola Ivan Meštrović, Vrpolje",0,0,0,1,0,0,0,16,,
Osnovna škola Ivana Batelića - Raša,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Ivana Brlić-Mažuranić, Rokovci-Andrijaševci",1,0,0,0,0,0,0,5,,
Osnovna škola Ivana Brnjika Slovaka,1,0,0,0,0,0,0,3,,
Osnovna škola Ivana Cankara,0,1,0,0,0,0,0,8,,
"Osnovna škola Ivana Filipovića, Osijek",0,0,1,0,0,0,0,11,,
"Osnovna škola Ivana Filipovića, Zagreb",1,0,0,0,0,0,0,4,,
"Osnovna škola Ivana Gorana Kovačića, Delnice",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Ivana Gorana Kovačića, Gornje Bazje",0,1,0,0,0,0,0,7,,
"Osnovna škola Ivana Gorana Kovačića, Staro Petrovo Selo",1,0,0,0,0,0,0,2,,
"Osnovna škola Ivana Gorana Kovačića, Sveti Juraj Na Bregu",1,0,0,0,0,0,0,4,,
"Osnovna škola Ivana Gorana Kovačića, Vinkovci",1,0,0,0,0,0,0,2,,
"Osnovna škola Ivana Gorana Kovačića, Vrbovsko",0,1,0,0,0,0,0,7,,
"Osnovna škola Ivana Gorana Kovačića, Zagreb",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Ivana Granđe,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Ivana Gundulića, Zagreb",0,0,1,0,0,0,0,13,,
Osnovna škola Ivana Kozarca Županja,1,0,0,0,0,0,0,2,,
Osnovna škola Ivana Kukuljevića Sakcinskog,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Ivana Kukuljevića, Belišće",1,0,0,0,0,0,0,2,,
"Osnovna škola Ivana Kukuljevića, Sisak",0,1,0,0,0,0,0,8,,
Osnovna škola Ivana Lovrića,1,0,0,0,0,0,0,4,,
"Osnovna škola Ivana Mažuranića, Novi Vinodolski",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Ivana Mažuranića, Obrovac Sinjski",1,0,0,0,0,0,0,2,,
"Osnovna škola Ivana Mažuranića, Vinkovci",1,0,0,0,0,0,0,4,,
"Osnovna škola Ivana Mažuranića, Zagreb",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Ivana Meštrovića,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Ivana Nepomuka Jemeršića,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Ivana Rabljanina, Rab",1,0,0,0,0,0,0,4,,
Osnovna škola Ivana Rangera Kamenica,1,0,0,0,0,0,0,3,,
Osnovna škola Ivana Zajca,1,0,0,0,0,0,0,3,,
"Osnovna škola Ivane Brlić-Mažuranić, Koška",1,0,0,0,0,0,0,3,,
"Osnovna škola Ivane Brlić-Mažuranić, Ogulin",0,0,0,0,1,0,0,22,,
"Osnovna škola Ivane Brlić-Mažuranić, Orahovica",0,1,0,0,0,0,0,8,,
"Osnovna škola Ivane Brlić-Mažuranić, Prigorje Brdovečko",0,1,0,0,0,0,0,6,,
"Osnovna škola Ivane Brlić-Mažuranić, Virovitica",0,1,0,0,0,0,0,6,,
Osnovna škola Ivanke Trohar,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Ivanovec,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Ivanska,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Ive Andrića,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Ivo Dugandžić-Mišić,0,1,0,0,0,0,0,8,,
Osnovna škola Izidora Kršnjavoga,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Izidora Poljaka Višnjica,0,1,0,0,0,0,0,7,,
Osnovna škola Jabukovac,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Jabukovac, Zagreb",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Jagode Truhelke,0,1,0,0,0,0,0,9,,
Osnovna škola Jagodnjak,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Jakova Gotovca,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Jakovlje,1,0,0,0,0,0,0,2,,
Osnovna škola Janjina,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Janka Leskovara,0,1,0,0,0,0,0,9,,
Osnovna škola Jasenovac,1,0,0,0,0,0,0,3,,
Osnovna škola Jelenje - Dražice,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Jelkovec,0,1,0,0,0,0,0,10,,
Osnovna škola Jelsa,0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Jesenice, Dugi Rat",1,0,0,0,0,0,0,2,,
Osnovna škola Joakima Rakovca,0,0,1,0,0,0,0,12,,
Osnovna škola Jordanovac,1,0,0,0,0,0,0,5,,
"Osnovna škola Josip Kozarac, Punitovci",0,1,0,0,0,0,0,6,,
"Osnovna škola Josip Kozarac, Slavonski Šamac",1,0,0,0,0,0,0,5,,
"Osnovna škola Josip Kozarac, Soljani",0,1,0,0,0,0,0,9,,
Osnovna škola Josipa Antuna Ćolnića,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Josipa Badalića Graberje Ivanićko,0,1,0,0,0,0,0,8,,
Osnovna škola Josipa Broza,1,0,0,0,0,0,0,4,,
Osnovna škola Josipa Jovića,0,0,1,0,0,0,0,13,,
"Osnovna škola Josipa Jurja Strossmayera, Trnava",1,0,0,0,0,0,0,3,,
"Osnovna škola Josipa Jurja Strossmayera, Zagreb",0,0,0,0,1,0,0,22,,
"Osnovna škola Josipa Jurja Strossmayera, Đurđenovac",1,0,0,0,0,0,0,5,,
"Osnovna škola Josipa Kozarca, Semeljci",1,0,0,0,0,0,0,4,,
"Osnovna škola Josipa Kozarca, Slatina",0,0,0,0,0,0,0,,1,73 dana
"Osnovna škola Josipa Kozarca, Vinkovci",0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Josipa Lovretića,1,0,0,0,0,0,0,2,,
Osnovna škola Josipa Matoša,1,0,0,0,0,0,0,3,,
Osnovna škola Josipa Račića,1,0,0,0,0,0,0,5,,
Osnovna škola Josipa Zorića,1,0,0,0,0,0,0,2,,
Osnovna škola Josipdol,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Josipovac,1,0,0,0,0,0,0,5,,
"Osnovna škola Jože Šurana, Višnjan",1,0,0,0,0,0,0,2,,
Osnovna škola Julija Kempfa,1,0,0,0,0,0,0,4,,
Osnovna škola Julija Klovića,0,0,1,0,0,0,0,11,,
Osnovna škola Jure Filipovića Barban,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Jurja Barakovića,0,1,0,0,0,0,0,8,,
Osnovna škola Jurja Dalmatinca Pag,0,1,0,0,0,0,0,9,,
Osnovna škola Jurja Dalmatinca Šibenik,1,0,0,0,0,0,0,2,,
Osnovna škola Jurja Dobrile Rovinj,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Jurja Habdelića,0,1,0,0,0,0,0,7,,
Osnovna škola Jurja Klovića Tribalj,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Juršići,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Kalnik,0,1,0,0,0,0,0,10,,
Osnovna škola Kamen-Šine,0,0,0,1,0,0,0,16,,
Osnovna škola Kamešnica,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Kantrida,1,0,0,0,0,0,0,3,,
Osnovna škola Karlobag,1,0,0,0,0,0,0,2,,
Osnovna škola Katarine Zrinski,0,0,0,1,0,0,0,16,,
Osnovna škola Kaštanjer Pula,0,1,0,0,0,0,0,10,,
Osnovna škola Kistanje,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Klana,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Klinča Sela,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Kloštar Podravski,1,0,0,0,0,0,0,5,,
Osnovna škola Kman-Kocunar,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Kneza Branimira,0,0,1,0,0,0,0,11,,
Osnovna škola Kneza Mislava,1,0,0,0,0,0,0,2,,
Osnovna škola Kneza Trpimira,1,0,0,0,0,0,0,2,,
Osnovna škola Kneževi Vinogradi,1,0,0,0,0,0,0,3,,
"Osnovna škola Komarevo, Blinjski kut",0,0,0,0,1,0,0,32,,
Osnovna škola Komiža,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Konjščina,1,0,0,0,0,0,0,3,,
Osnovna škola Koprivnički Bregi,1,0,0,0,0,0,0,4,,
Osnovna škola Korog,0,0,0,0,0,0,0,,1,73 dana
Osnovna škola Kostrena,0,1,0,0,0,0,0,7,,
