Tijelo,1-5,6-10,11-15,16-20,21-40,41-60,61+,Median,Broj neodgovorenih,Najstariji neodgovoreni
"Visoki prekršajni sud Republike Hrvatske, Zagreb",0,0,0,0,0,0,0,,1,31 dana
"Visoki trgovački sud Republike Hrvatske, Zagreb",1,0,0,0,0,0,0,3,,
Visoki upravni sud Republike Hrvatske,0,0,0,0,0,0,0,,1,31 dana
"Vlada Republike Hrvatske, Zagreb",1,1,0,0,0,0,0,7.5,1,139 dana
Vodoopskrba i odvodnja Zagrebačke županije,0,0,1,0,0,0,0,13,,
"Vodoopskrba i odvodnja, Zagreb",0,0,1,0,1,0,0,24,,
Vodovod Labin,0,0,0,0,0,0,0,,1,29 dana
Vodovod-Osijek,0,1,0,0,0,0,0,6,,
"Vrhkom, Vrhovine",0,0,1,0,0,0,1,108,,
"Vrhovni sud Republike Hrvatske, Zagreb",1,0,0,0,0,0,0,3,,
Vukovarsko-srijemska županija,1,4,0,0,0,0,0,9,2,301 dana
Zagrebačke ceste,0,0,0,0,0,0,0,,1,53 dana
"Zagrebački električni tramvaj, Zagreb",0,2,1,0,0,1,0,10.5,,
Zagrebački holding,0,0,0,0,1,0,0,34,3,161 dana
"Zagrebački velesajam, Zagreb",1,0,0,0,0,0,0,4,,
"Zavod za prostorno uređenje Zadarske županije, Zadar",0,1,0,0,0,0,0,6,,
Zračna luka Zagreb,0,0,0,0,0,0,0,,1,201 dana
Čistoća Županja,0,2,0,0,0,0,0,9,,
"Đakovački vodovod, Đakovo",0,0,0,0,0,0,0,,1,311 dana
Županijski sud u Bjelovaru,0,1,0,0,0,0,0,10,,
Županijski sud u Dubrovniku,0,0,0,0,0,0,0,,1,31 dana
Županijski sud u Karlovcu,0,1,0,0,0,0,0,9,,
Županijski sud u Osijeku,0,1,0,0,0,0,0,8,,
Županijski sud u Puli-Pola,0,0,1,0,0,0,0,11,,
Županijski sud u Rijeci,0,0,0,0,0,0,0,,1,31 dana
Županijski sud u Sisku,0,0,0,0,0,0,0,,1,31 dana
Županijski sud u Slavonskom Brodu,0,1,0,0,0,0,0,7,,
Županijski sud u Splitu,0,1,0,0,0,0,0,9,,
Županijski sud u Varaždinu,1,0,0,0,0,0,0,4,,
Županijski sud u Velikoj Gorici,0,0,1,0,0,0,0,12,,
Županijski sud u Vukovaru,0,1,0,0,0,0,0,6,,
Županijski sud u Zadru,0,1,0,0,0,0,0,9,,
Županijski sud u Zagrebu,1,0,0,0,0,0,0,4,,
Županijski sud u Šibeniku,0,1,0,0,0,0,0,8,,
