"url","Ulica","Povrsina","Vrsta","Korisnik","Nacin koristenja","Djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CENKOVEČKA%200012","CENKOVEČKA 0012","7,88","garažno mjesto","ZEBIĆ KARLICA SILVIJA","ugovor o zakupu","smještaj vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CERSKA%200003","CERSKA 0003","350,00","poslovni prostor","USTANOVA DOBRI DOM GRADA ZAGREBA","u korištenju ustanove u vlasništvu Grada",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CERSKA%200003","CERSKA 0003","13,80","poslovni prostor","SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - Gradska organizacija SDP Zagreb","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CERSKA%200003","CERSKA 0003","170,00","poslovni prostor","BOKSAČKI KLUB LEONARDO","ugovor o korištenju","sportski trening i natjecanja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CERSKA%200003","CERSKA 0003","16,00","poslovni prostor","HRVATSKA DEMOKRATSKA ZAJEDNICA - GRADSKA ORGANIZACIJA HDZ-A GRADA ZAGREBA","ugovor o privremenom korištenju","potrebe rada političke stranke"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CERSKA%200003","CERSKA 0003","16,32","poslovni prostor","SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - GRADSKA ORGANIZACIJA SDP ZAGREB","ugovor o privremenom korištenju","za rad mjesne organizacije"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CESTA%20IVANA%20MAŽURANIĆA%200047","CESTA IVANA MAŽURANIĆA 0047","172,48","poslovni prostor","TRGOSTIL DD","ugovor o zakupu","Trgovina na malo u nespecijaliziranim prodavaonicama pretežito hranom, pićima i duhanskim proizvodima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CESTA%20IVANA%20MAŽURANIĆA%200047","CESTA IVANA MAŽURANIĆA 0047","86,82","poslovni prostor","DOM ZDRAVLJA ZAGREB-ISTOK","ugovor o korištenju","pružanje primarne zdravstvene zaštite"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CRNČIĆEVA%200041","CRNČIĆEVA 0041","73,39","poslovni prostor","HRVATSKA DEMOKRATSKA ZAJEDNICA - GRADSKA ORGANIZACIJA HDZ-A GRADA ZAGREBA","ugovor o privremenom korištenju","potrebe rada političke stranke"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CRNČIĆEVA%200041","CRNČIĆEVA 0041","87,21","poslovni prostor","HRVATSKA DEMOKRATSKA ZAJEDNICA - GRADSKA ORGANIZACIJA HDZ-A GRADA ZAGREBA","ugovor o privremenom korištenju","potrebe rada političke stranke"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CRNOJEZERSKA%200018","CRNOJEZERSKA 0018","196,71","poslovni prostor","CARITAS ZAGREBAČKE NADBISKUPIJE","ugovor o zakupu","humanitarne djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CVIJETE%20ZUZORIĆ%200053","CVIJETE ZUZORIĆ 0053","220,00","poslovni prostor","CENTAR ZA SOCIJALNU SKRB ZAGREB","u korištenju ustanove u vlasništvu Republike Hrvatske",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=CVJETNO%20NASELJE%20II.%200017/A","CVJETNO NASELJE II. 0017/A","243,69","poslovni prostor","HUMANITARNA ORGANIZACIJA ZAJEDNICA SUSRET","ugovor o korištenju","rad u savjetovalištu, za rad sa članovima obitelji ovisnika te resocijalizaciju liječenih ovisnika"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ČAZMANSKA%200004","ČAZMANSKA 0004","16,00","garaža","BERETIN-BORČIĆ TANJA","ugovor o zakupu","smještaj vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ČAZMANSKA%200004","ČAZMANSKA 0004","15,90","garaža","LIPERT RANKO","ugovor o zakupu","za smještaj osobnog vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ĆIRILOMETODSKA%200005","ĆIRILOMETODSKA 0005","12,60","poslovni prostor","HT HRVATSKE TELEKOMUNIKACIJE DD","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ĆIRILOMETODSKA%200008","ĆIRILOMETODSKA 0008","152,34","poslovni prostor","DINOVA-DIONA D.O.O.","ugovor o zakupu","trgovina na malo pretežno hranom (uključujući dodatnu obradu hrane, tako da bude primjerena za uporabu-pečenje mesa i polugotovih smrznutih proizvoda, raznih salata) pićem, kozmetičkim i toaletnim proizvodima, sredstvima za čišćenje i pranje u domaćinstvu, igračkama, posuđem, malim el. aparatima za kućanstvo, hranom za kućne ljubimce u originalnom pakiranju, školskim priborom, te raznim ukrasno-uporabnim predmetima."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DALMATINSKA%200002","DALMATINSKA 0002","114,00","poslovni prostor","DRAGOVIĆ LJUBOMIR","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DALMATINSKA%200007/2","DALMATINSKA 0007/2","62,00","poslovni prostor","BUJANOVIĆ d.o.o.","ugovor o zakupu","proizvodnja jednostavnih proizvoda od plastike za branšu podnih obloga"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DALMATINSKA%200007/2","DALMATINSKA 0007/2","69,71","poslovni prostor","PANTHERA LEO j.d.o.o.","ugovor o zakupu","djelatnost zastupanja inozemnih tvrtki, obavljanje posredovanja na domaćem i inozemnom tržištu, te druge uredske, administrativne i pomoćne djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DALMATINSKA%200008","DALMATINSKA 0008","190,69","poslovni prostor","HRVATSKI ZAVOD ZA ZDRAVSTVENO OSIGURANJE","ugovor o zakupu","zdravstvena djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DALMATINSKA%200011","DALMATINSKA 0011","90,00","poslovni prostor","UDRUGA PET PLUS","ugovor o korištenju","potrebe savjetovališta, rada grupa potpore, edukacije terapijskih zajednica, aktivnosti vezane za promicanje zdravlja, ekologije"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DANKOVEČKA%200050","DANKOVEČKA 0050","58,00","poslovni prostor","CENTAR ZA AUTIZAM","ugovor o korištenju","za program dnevnog boravka i radionice za odrasle osobe s autizmom"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DANKOVEČKA%200050","DANKOVEČKA 0050","12,00","poslovni prostor","FARMECOCHEM DOO","ugovor o zakupu","naručivanje i fakturiranje robe, te arhiviranje dokumentacije"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DANKOVEČKA%200050","DANKOVEČKA 0050","17,37","poslovni prostor","ŠIKMAN DUBRAVKA","ugovor o zakupu","frizer za muškarce"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DEBANIĆEVA%200001","DEBANIĆEVA 0001","67,00","poslovni prostor","RADOVANOVIĆ MIRA","bespravni korisnik",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DEGENOVA%200002","DEGENOVA 0002","62,40","poslovni prostor","HRVATSKI DOMOBRAN, UDRUGA RATNIH VETERANA HRVATSKE","ugovor o korištenju","za potrebe savjetovanja stradalnika i veterana Drugog svjetskog rata i poraća te izdavanje glasila ""Hrvatski domobran"""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DEMETROVA%200007%20DV","DEMETROVA 0007 DV","1.320,10","poslovni prostor","MUZEJ GRADA ZAGREBA","upravljanje i korištenje","pohrane i izlaganja donacija Grada Zagreba"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DEŽMANOVA%200004","DEŽMANOVA 0004","38,26","poslovni prostor","DVORAVIĆ GORDAN","ugovor o zakupu","krznarske, krojačke, te trgovačke djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DEŽMANOVA%200004","DEŽMANOVA 0004","84,08","poslovni prostor","MLADEN TOMIĆ","ugovor o zakupu","trgovina za prodaju ženske i muške odjeće odnosno tekstila (traperica, majici, košulja, hlača, jakni, haljina, suknji, modnih dodataka)"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DEŽMANOVA%200004","DEŽMANOVA 0004","24,43","poslovni prostor","PUBLIKA d.o.o.","ugovor o zakupu","web prodaja brendova hrvatskih proizvoda pod nazivom ""Love,Ana"""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DEŽMANOVA%200004","DEŽMANOVA 0004","21,08","poslovni prostor","STUDIO IGLE D.O.O. / ZRINKA BUKOVAC","ugovor o zakupu","trgovačka djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DEŽMANOVA%200004","DEŽMANOVA 0004","37,44","poslovni prostor","JOSIP GETTO / TOMISLAV GETTO","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOBRI%20DOL%200047","DOBRI DOL 0047","15,00","garažno mjesto","VRANIĆ VEDRAN","ugovor o zakupu","smještaj vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOBRI%20DOL%200047","DOBRI DOL 0047","15,00","garažno mjesto","METELKO DAMIR","ugovor o zakupu","smještaj osobnog vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200002","DOLAC 0002","48,52","poslovni prostor","ZAGREBAČKI HOLDING D.O.O. - PODRUŽNICA TRŽNICE ZAGREB","ugovor o zakupu","potrebe rada podružnice"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200002","DOLAC 0002","190,00","poslovni prostor","DOM ZDRAVLJA ZAGREB-CENTAR","ugovor o korištenju","obavljanje zdravstvene djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200002","DOLAC 0002","242,00","poslovni prostor","ZAGREBAČKO GRADSKO KAZALIŠTE KOMEDIJA","ugovor o korištenju","za potrebe ureda uprave kazališta"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200002","DOLAC 0002","52,29","poslovni prostor","TURISTIČKA ZAJEDNICA GRADA ZAGREBA","upravljanje i korištenje","djelatnost tuističke zajednice"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200002","DOLAC 0002","38,03","poslovni prostor","ANĐELKO MANDAC, VL. OBRTA ""AMFORA""","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200008","DOLAC 0008","111,00","poslovni prostor","ARTO doo","ugovor o zakupu","poslovne usluge u kulturi"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200008","DOLAC 0008","32,14","poslovni prostor","BOBANOVIĆ - ČOLIĆ MIRJANA","ugovor o zakupu","ugostiteljske"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200008","DOLAC 0008","134,12","zgrada","CENTAR ZA ŽENSKE STUDIJE","ugovor o korištenju","provođenje kulturnih, znanstvenih, umjetničkih programa u vezi s istraživanjem i promocijom života i rada Marije Jurić Zagorke, te provođenje drugih kulturno – obrazovnih programa"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200008","DOLAC 0008","29,09","poslovni prostor","CINKUŠ d.o.o.","ugovor o zakupu","ugostiteljske"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200008","DOLAC 0008","78,28","poslovni prostor","ROCOMMERCE D.O.O. / PLODNA ZEMLJA DOO","ugovor o zakupu","ugostiteljske"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200008","DOLAC 0008","30,48","poslovni prostor","BAZGA D.O.O.","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200009","DOLAC 0009","81,66","poslovni prostor","TEKSTILPROMET DD","ugovor o zakupu","trgovačke djelatnosti na malo tekstilom i odjevnim predmetima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200009","DOLAC 0009","30,64","poslovni prostor","KOLMAN ANKA","ugovor o zakupu","frizerska djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200009","DOLAC 0009","233,47","poslovni prostor","MUNDO UMG STREET FOOD DOO","ugovor o zakupu","ugostiteljska djelatnost - pripremanje hrane i pružanje usluga prehrane, te pripremanje i usluživanje pića i napitaka"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200009","DOLAC 0009","180,87","poslovni prostor","MUNDO UMG STREET FOOD DOO","ugovor o zakupu","ugostiteljska djelatnost-pripremanje hrane i pružanje usluge prehrane, te pripremanje i usluživanje pića i napitaka"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200009","DOLAC 0009","254,00","poslovni prostor","ZAGREJ D.O.O.","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200009","DOLAC 0009","54,41","poslovni prostor","TEKSTILPROMET DD","ugovor o zakupu","trgovačke djelatnosti na malo tekstilom i odjevnim predmetima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200009","DOLAC 0009","15,56","poslovni prostor","KASPRET MIROSLAV","ugovor o zakupu","trgovačka djelatnostpekarskim i slastičarskim proizvodima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOLAC%200009","DOLAC 0009","27,01","poslovni prostor","JOZO BRKIĆ","ugovor o zakupu","caffe bar - pripremanje i posluživanje pića"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOMAGOJEVA%200010","DOMAGOJEVA 0010","27,18","poslovni prostor","FOLKLORNA SKUPINA ""KOLO""","ugovor o korištenju","za potrebe održavanja sastanaka s upravnim odborom udruge, s članovima orkestra, planiranje i organiziranje nastupa i gostovanja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOMAGOJEVA%200010","DOMAGOJEVA 0010","104,56","poslovni prostor","HRVATSKA UDRUGA ZA BORBU PROTIV HIV-a I VIRUSNOG HEPATITISA (skraćeno HUHIV)","ugovor o korištenju","edukaciju, savjetovanje i testiranje mladih na spolno i krvlju prenosive bolesti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOMAGOJEVA%200010","DOMAGOJEVA 0010","28,00","poslovni prostor","KATANEC ŠTEFANIJA","ugovor o zakupu","frizer za žene"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOMAGOJEVA%200014","DOMAGOJEVA 0014","148,23","poslovni prostor","LONIA DD","ugovor o zakupu","trgovine na malo pretežno hranom (uključujući dodatnu obradu hrane, tako da bude primjerena za uporabu-pečenje mesa i polugotovih smrznutih proizvoda, raznih salata) pićem, kozmetičkim i toaletnim proizvodima, sredstvima za čišćenje i pranje u domaćinstvu, igračkama, posuđem, malim el. aparatima za kućanstvo, hranom za kućne ljubimce u originalnom pakiranju, školskim priborom, te raznim ukrasno-uporabnim predmetima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOMAGOJEVA%200016","DOMAGOJEVA 0016","174,00","poslovni prostor","HRVATSKI HELSINŠKI ODBOR ZA LJUDSKA PRAVA","ugovor o korištenju","organiziranje i održavanje predavanja, seminara i sastanaka, za edukaciju mladih, kao i dužnosnika, suradnju s nadležnim institucijama, prezentaciju projektnih aktivnosti, misije i vrijednosti organizacije"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOMAGOJEVA%200018","DOMAGOJEVA 0018","246,64","poslovni prostor","ODVJETNIČKO DRUŠTVO LEKO I PARTNERI DOO","ugovor o zakupu","uredska djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOMAGOJEVA%200020","DOMAGOJEVA 0020","573,91","poslovni prostor","USTANOVA DOBRI DOM GRADA ZAGREBA","u korištenju ustanove u vlasništvu Grada",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOMOBRANSKA%200004","DOMOBRANSKA 0004","72,80","poslovni prostor","UDRUGA DRAGOVOLJACA HRVATSKIH OBRAMBENIH SNAGA GRADA ZAGREBA","ugovor o korištenju","sastanke, primanje članova i održavanje radnih tijela udruge"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOMOBRANSKA%200004","DOMOBRANSKA 0004","72,20","poslovni prostor","UDRUGA ZA POMOĆ I EDUKACIJU ŽRTAVA MOBBINGA","ugovor o korištenju","potrebe pružanja besplatne pravne pomoći, psihosocijalnu podršku osobama u potrebi, savjetovalište, pripremu i provedbu EU projekata, edukaciju, socijalno poduzetništvo"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DOMOBRANSKA%200013","DOMOBRANSKA 0013","60,82","poslovni prostor","NATI-TISAK JDOO","ugovor o zakupu","tiskarske djelatnost (tisak na papir, tekstil, izrada i konfekcioniranje (šivanje, krojenje) svih vrsta zastava, razne tiskovine u svrhu promidžbe, sitotisak, sublimaciski tisak, digitalni tisak na majice, fotokopiranje, tisak na keramiku, te razna proizvodnja ukrasnih kutija te tisak istih),"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAGUTINA%20GOLIKA%200016","DRAGUTINA GOLIKA 0016","70,96","poslovni prostor","DJEČJI VRTIĆ ZVONČIĆ","ugovor o zakupu","predškolski odgoj i naobrazba"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAGUTINA%20GOLIKA%200022/A","DRAGUTINA GOLIKA 0022/A","28,00","poslovni prostor","BAČUN ĐORĐINKA","ugovor o zakupu","frizer za muškarce, pedikura, manikura i ugradnja umjetnih noktiju"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAGUTINA%20GOLIKA%200028","DRAGUTINA GOLIKA 0028","39,61","poslovni prostor","ANA KRČMARIĆ","ugovor o zakupu","prodaja sunčanih i dioptrijskih naočala"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAGUTINA%20GOLIKA%200030","DRAGUTINA GOLIKA 0030","28,33","poslovni prostor","JAHORKA D.O.O.","ugovor o zakupu","trgovačka djelatnost pekarskim proizvodima i ugostiteljska djelatnost pružanja usluga brze prehrane"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAGUTINA%20GOLIKA%200063","DRAGUTINA GOLIKA 0063","1.154,00","zgrada","RAZVOJNA AGENCIJA ZAGREB-TPZ DOO","upravljanje i korištenje","poticanje poduzetništva i razvoja obrta, malog i srednjeg poduzetništva, realizacije zadataka iz Strategije razvoja Republike Hrvatske i sudjelovanja u europskim projektima kao razvojna agencija Grada Zagreba"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200013","DRAŠKOVIĆEVA 0013","209,00","poslovni prostor","GORDINI-RENT D.O.O.","ugovor o zakupu","trgovine"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200013","DRAŠKOVIĆEVA 0013","141,50","poslovni prostor","GRADSKA LJEKARNA ZAGREB","ugovor o zakupu","ljekarna"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200013","DRAŠKOVIĆEVA 0013","1.524,12","poslovni prostor","POLIKLINIKA ZA PREVENCIJU KARDIOVASKULARNIH BOLESTI I REHABILITACIJU","upravljanje i korištenje","zdravstvene djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200021","DRAŠKOVIĆEVA 0021","57,82","poslovni prostor","RAČKI VELIMIR","ugovor o privremenom korištenju","potrebe ateliera"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200021","DRAŠKOVIĆEVA 0021","59,20","poslovni prostor","RADIĆ DAVORIN","ugovor o privremenom korištenju","potrebe ateljea"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200025","DRAŠKOVIĆEVA 0025","216,00","poslovni prostor","VIJEĆE ALBANSKE NACIONALNE MANJINE GRADA ZAGREBA","ugovor o korištenju","potrebe rada Vijeća i kulturnog centra - okupljališta Albanaca i Zagrebu"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200025/27","DRAŠKOVIĆEVA 0025/27","615,25","poslovni prostor","GLAZBENA ŠKOLA PAVLA MARKOVCA","ugovor o zakupu","obavljanje registrirane djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200025/27","DRAŠKOVIĆEVA 0025/27","191,08","poslovni prostor","SRPSKI DEMOKRATSKI FORUM","ugovor o korištenju","za potrebe promocije i zaštite manjinskih prava na lokalnom, nacionalnom i međunarodnom nivou, pružanje besplatne pravne pomoći, suradnju sa nevladinim organizacijama i mrežama, podjelu humanitarne pomoći, brigu o sustavnoj primjeni zakona o nacionalnim manjinama u području zapošljavanja."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200027","DRAŠKOVIĆEVA 0027","83,35","poslovni prostor","HRVATSKA UDRUGA SOCIJALNIH RADNIKA","ugovor o korištenju","za vršenje pripremnih radnji u svrhu donošenja etičkog kodeksa socijalnih radnika, organiziranje konferencija, organiziranje simpozija, participacija u aktivnostima Međunarodne organizacije socijalnih radnika, organiziranje okruglih stolova o aktualnim temama, očitovanje na prijedloge, izmjene zakona i pravilnika u sustavu socijalne skrbi"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200027/1%20DV","DRAŠKOVIĆEVA 0027/1 DV","288,65","poslovni prostor","INOVINE D.D.","ugovor o zakupu","ureske djelatnosti i djelatnosti skladištenja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200031","DRAŠKOVIĆEVA 0031","14,80","poslovni prostor","OSTALI SUVLASNICI","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200031","DRAŠKOVIĆEVA 0031","381,79","poslovni prostor","LOGISTIČKI SISTEMI d.o.o.","bespravni korisnik",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200058","DRAŠKOVIĆEVA 0058","156,92","poslovni prostor","MIKROTEHNA D.D.","ugovor o zakupu","popravak vaga i utega"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200058","DRAŠKOVIĆEVA 0058","139,84","poslovni prostor","VENETO BANKA D.D.","ugovor o zakupu","bankarske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200072","DRAŠKOVIĆEVA 0072","38,10","poslovni prostor","HRVATSKO DRUŠTVO ZA ZAŠTITU ŽIVOTINJA - ZAGREB","ugovor o zakupu","Društva"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200082","DRAŠKOVIĆEVA 0082","14,00","poslovni prostor","CIMIĆ VEDRAN","ugovor o zakupu","proizvodnja gotovih tekstilnih proizvoda i trgovina na malo odećom u specijaliziranim prodavaonicama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200082","DRAŠKOVIĆEVA 0082","16,21","poslovni prostor","DRLJAČA IVANKA","ugovor o zakupu","frizerske"
