"url","Ulica","Povrsina","Vrsta","Korisnik","Nacin koristenja","Djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200082","DRAŠKOVIĆEVA 0082","15,56","poslovni prostor","GORETA ALEMKA","ugovor o zakupu","frizerska"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200082","DRAŠKOVIĆEVA 0082","16,00","poslovni prostor","ROBERTINO DOO","ugovor o zakupu","trgovina na malo u nespecijaliziranim prodavaonicama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRAŠKOVIĆEVA%200082","DRAŠKOVIĆEVA 0082","16,32","poslovni prostor","KAPOR IRENA PRIJE PAVLIČIĆ","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DRNIŠKA%200020","DRNIŠKA 0020","83,39","poslovni prostor","UDRUGA PRAKTIKUM - CENTAR ZA DJECU I MLADE","ugovor o korištenju","filmske, dramske, likovne, glazbene i jezične radionice, projektne aktivnosti iz područja neformalne edukacije za djecu i mlade, trening trenera neformalnih edukatora, odnose s javnošću za civilne organizacije."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200212","DUBRAVA 0212","45,10","poslovni prostor","PIXEL STUDIO d.o.o.","ugovor o zakupu","uredska djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200212","DUBRAVA 0212","85,10","poslovni prostor","RENATO d.o.o.","ugovor o zakupu","uredska djelatnost, prodaja kamiona i kamionskih dijelova,"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200220","DUBRAVA 0220","119,36","poslovni prostor","UDRUGA RATNIH VETERANA 1. GARDIJSKE BRIGADE TIGROVI / UDRUGA RATNIH VETERANA 2. GARDIJSKE BRIGADE GROMOVI / ZBOR UDRUGA VETERANA HRVATSKIH GARDIJSKIH POSTROJBI","ugovor o korištenju","obavljanje aktivnosti koje provode udruge, kao što su informiranje javnosti o radu udruge, organizacije kulturnih, zabavnih, sportskih, rekreativnih i sličnih manifestacija ta raznih druženja i izleta, organiziranje raznih radionica, predavanja, seminara i drugih edukativnih aktivnosti, za prezentaciju monografske građe i kulturno-umjetničkih aktivnosti članova Udruga, te za administrativne poslove koje obavljaju Udruge"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200220","DUBRAVA 0220","101,65","poslovni prostor","CARITAS ZAGREBAČKE NADBISKUPIJE","ugovor o zakupu","djelatnosti Caritasa"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200222","DUBRAVA 0222","15,00","poslovni prostor","LJILJANA HOLJEVAC","ugovor o zakupu","ugradnje umjetnih noktiju, trepavica, šminkanje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200222","DUBRAVA 0222","185,61","poslovni prostor","NE BOJ SE (Udruga Roma Ne boj se - Madara)","ugovor o privremenom korištenju","potrebe rada udruge"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200222","DUBRAVA 0222","55,00","poslovni prostor","PIXEL STUDIO d.o.o.","ugovor o zakupu","grafičke djelatnosti, primanje stranaka, pružanje usluga digitalnog tiska, izrađivanje plakata na raznim materijalima, PVC naljepnice i dotisak na razne predmete, usluge laserskog fotokopiranja, spiralnog uvezivanja, te prodaja repromaterijala za grafičku djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200222","DUBRAVA 0222","15,00","poslovni prostor","BIRO-ECONOMIC D.O.O.","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200224","DUBRAVA 0224","182,03","poslovni prostor","MUZEJ GRADA ZAGREBA","ugovor o korištenju","za potrebe smještaja zbirke starih klavira u vlasništvu Ljubomira i Danijela Gašparovića, na vrijeme dok se ne okonča postupak darovanja navedene zbirke klavira Gradu Zagrebu, a zbirka izmjesti na drugo mjesto"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200226","DUBRAVA 0226","181,49","poslovni prostor","POLIKLINIKA LAB PLUS 2","ugovor o zakupu","djelatnosti medicine rada i športa, opće interne medicine"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200230","DUBRAVA 0230","152,43","poslovni prostor","DJEČJI VRTIĆ ""MEDO BRUNDO""","ugovor o korištenju","odgoj, obrazovanje i skrb djece predškolske dobi"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200232","DUBRAVA 0232","58,83","poslovni prostor","PAŽUR ALLEN","ugovor o zakupu","popravci radio i TV uređaja, projektiranje računalnih sustava i informatičke opreme, te intelektualne usluge"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200234","DUBRAVA 0234","80,00","poslovni prostor","MESNA INDUSTRIJA RAVLIĆ DOO","ugovor o zakupu","trgovine na malo prehrambenim proizvodima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200236","DUBRAVA 0236","555,06","poslovni prostor","DRUŠTVO SPORTSKE REKREACIJE ELITE FIT","ugovor o zakupu","organiziranje i provođenje rekreativnog vježbanja, održavanje i razvijanje psiho-fizičke sposobnosti kroz rekreaciju, poduzimanje mjera i stvaranje uvjeta za unapređenje stručnog rada, informiranje javnosti o poboljšanju kvalitete življenja primjenom tjelovježbe"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200238","DUBRAVA 0238","133,45","poslovni prostor","HRVATSKI PIKADO SAVEZ","ugovor o korištenju","za održavanje skupština, sjednica izvršnog odbora i ostalih tijela HPS-a, za edukaciju trenerskog, sudačkog i ostalog stručnog kadra u pikado sportu, povremena okupljanja, te odigravanje službenih i prijateljskih utakmica reprezentacije"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200238","DUBRAVA 0238","87,21","poslovni prostor","SAVEZ NEZAPOSLENIH HRVATSKE / DNZ - škola za obrazovanje odraslih","ugovor o privremenom korištenju","potrebe rada udruge i ustanove za srednjoškolsko obrazovanje odraslih"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200238","DUBRAVA 0238","79,52","poslovni prostor","VRANIĆ GORAN","ugovor o zakupu","atelje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVA%200238","DUBRAVA 0238","190,56","poslovni prostor","ZAJEDNICA ""DOBRI PASTIR""","ugovor o korištenju","promicanje ljudskih prava u skladu sa kršćanskim i moralnim vrijednostima, te edukaciju članova organizacijom seminara, tečajeva, tribina, predavanja i sl."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUBRAVKIN%20PUT%200000/BB","DUBRAVKIN PUT 0000/BB","2.936,00","poslovni prostor","Centar za kulturu i film Augusta Cesarca","ugovor o korištenju","za obavljanje registrirane djelatnosti Ustanove"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUGOSELSKA%20CESTA%200035","DUGOSELSKA CESTA 0035","145,00","zgrada","KRALJEVEC OBUĆA j.d.o.o.","ugovor o zakupu","trgovačka djelatnost: maloprodaja obuće"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUGOSELSKA%20CESTA%200043","DUGOSELSKA CESTA 0043","127,00","poslovni prostor","DOM ZDRAVLJA ZAGREB-ISTOK","upravljanje i korištenje","zdravstvene djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUNJEVAC%200015","DUNJEVAC 0015","690,53","poslovni prostor","DJEČJI VRTIĆ ""ŠUMSKA JAGODA""","ugovor o korištenju","dječji vrtić i jaslice"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUNJEVAC%200015","DUNJEVAC 0015","13,66","garažno mjesto","DJEČJI VRTIĆ ""ŠUMSKA JAGODA""","ugovor o korištenju","dječji vrtić i jaslice"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUNJEVAC%200015","DUNJEVAC 0015","13,69","garažno mjesto","DJEČJI VRTIĆ ""ŠUMSKA JAGODA""","ugovor o korištenju","dječji vrtić i jaslice"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUNJEVAC%200015","DUNJEVAC 0015","13,87","garažno mjesto","DJEČJI VRTIĆ ""ŠUMSKA JAGODA""","ugovor o korištenju","dječji vrtić i jaslice"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=DUNJEVAC%200015","DUNJEVAC 0015","12,63","garažno mjesto","DJEČJI VRTIĆ ""ŠUMSKA JAGODA""","ugovor o korištenju","dječji vrtić"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ĐORĐIĆEVA%200003/B","ĐORĐIĆEVA 0003/B","31,32","poslovni prostor","TIHOMIR DOO","ugovor o zakupu","frizerska djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ĐORĐIĆEVA%200003/B","ĐORĐIĆEVA 0003/B","25,54","poslovni prostor","ČULO SLAVKO","ugovor o zakupu","kemijska čistionica"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ĐORĐIĆEVA%200006","ĐORĐIĆEVA 0006","14,00","poslovni prostor","KOPI KOL ZAGREB D.O.O. / IVEZIĆ DRAGICA","ugovor o zakupu","priprema za tiskanje, pomoćne djelatnosti povezane s tiskanjem, promidžba reklama, propaganda i tiskanje, prijepis, knjigovežačka djelatnost, te expres izrada ključeva"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ĐORĐIĆEVA%200006","ĐORĐIĆEVA 0006","14,04","poslovni prostor","LM ELEKTRONICS DOO","ugovor o zakupu","trgovina elektroničkih uređaja, komponenti i baterijskih uređaja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ĐORĐIĆEVA%200006","ĐORĐIĆEVA 0006","29,45","poslovni prostor","PETRA HORVAT","ugovor o zakupu","proizvodnja keramičkih proizvoda za kućanstvo i ukrasnih predmeta"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ĐORĐIĆEVA%200008","ĐORĐIĆEVA 0008","147,00","poslovni prostor","FORUM ZA SLOBODU ODGOJA","ugovor o korištenju","za provođenje besplatnih obrazovnih programa za učitelje i stručnjake koji rade s djecom i mladima, za djecu i mlade i za nezaposlene mlade osobe; osmišljavanje i organizaciju konferencija, tribina, okruglih stolova, stručnih rasprava i priredbi; usluge podrške i savjetovanja odgojno-obrazovnim institucijama i ustanovama socijalne zaštite, institucijama i udrugama te pojedincima; izdavaštvo i distribuciju stručnih publikacija s područja zaštite djece i mladih te odgoja i obrazovanja koje su besplatne za korisnike; program volontiranja za mlade nezaposlene stručnjake; suradnju s organizacijama civilnog društva u Hrvatskoj i inozemstvu kroz provedbu domaćih i međunarodnih projekata,"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ĐORĐIĆEVA%200020","ĐORĐIĆEVA 0020","34,00","poslovni prostor","OSTALI SUVLASNICI","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FABKOVIĆEVA%200001","FABKOVIĆEVA 0001","53,00","poslovni prostor","Fakultet političkih znanosti Sveučilišta u Zagrebu","ugovor o korištenju","za potrebe održavanja nastavnih aktivnosti na poslijediplomskim specijalističkim i doktorskim studijima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FABKOVIĆEVA%200001","FABKOVIĆEVA 0001","106,15","poslovni prostor","ZAGREBAČKO SAVJETOVALIŠTE PROTIV NASILJA DJECE I MLADIH ""LUKA RITZ""","ugovor o korištenju","individualna i on-line savjetovanja djece, mladih i roditelja sa stručnom osobom, grupne podrške za roditelje djece s poremećajima u ponašanju, te neformalnu edukaciju putem metode forum kazališta"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FABKOVIĆEVA%200001","FABKOVIĆEVA 0001","97,00","poslovni prostor","SINDIKAT PROMETA I VEZA HRVATSKE","ugovor o zakupu","Sindikata"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRA%20FILIPA%20GRABOVCA%200026/A","FRA FILIPA GRABOVCA 0026/A","260,80","poslovni prostor","Dječji vrtić Vedri dani","ugovor o korištenju","za potrebe dječjeg vrtića"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRA%20FILIPA%20GRABOVCA%200028","FRA FILIPA GRABOVCA 0028","32,00","poslovni prostor","UDRUGA ZA PROMICANJE UMJETNOSTI ""GALERIJA EE""","ugovor o zakupu","organiziranje izložbi, koncerata, kazališnih predstava i sličnih događanja u kojima su nositelji projekata članovi udruge, organiziranja tribina, seminara, predavanja, organiziranje likovnih i edukativnih radionica, informiranje javnosti o radu udruge sudjelovanjem u radio i TV emisijama, suradnja s galerijom, muzejima, umjetnicima, državnim i lokalnim institucijama, pravnim i fizičkim osobama, suradnja s lokalnom zajednicom s ciljem promoviranja implementacije svih vrsta umjetnosti u prostor"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRA%20FILIPA%20GRABOVCA%200028","FRA FILIPA GRABOVCA 0028","38,35","poslovni prostor","VLADIMIR VRLJIĆ - ANKIN","ugovor o privremenom korištenju","potrebe ateljea"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANA%20ALFIREVIĆA%200006","FRANA ALFIREVIĆA 0006","248,97","poslovni prostor","USTANOVA DOBRI DOM GRADA ZAGREBA","ugovor o korištenju","pučka kuhinja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANA%20ALFIREVIĆA%200006","FRANA ALFIREVIĆA 0006","287,87","poslovni prostor","USTANOVA DOBRI DOM GRADA ZAGREBA","ugovor o korištenju","pučka kuhinja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANA%20ALFIREVIĆA%200006","FRANA ALFIREVIĆA 0006","58,10","poslovni prostor","USTANOVA DOBRI DOM GRADA ZAGREBA","ugovor o korištenju","pučka kuhinja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANA%20ALFIREVIĆA%200006","FRANA ALFIREVIĆA 0006","36,42","poslovni prostor","USTANOVA DOBRI DOM GRADA ZAGREBA","ugovor o korištenju","pučka kuhinja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANA%20ALFIREVIĆA%200006","FRANA ALFIREVIĆA 0006","50,37","poslovni prostor","USTANOVA DOBRI DOM GRADA ZAGREBA","ugovor o korištenju","pučka kuhinja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANA%20ALFIREVIĆA%200006","FRANA ALFIREVIĆA 0006","99,86","poslovni prostor","USTANOVA DOBRI DOM GRADA ZAGREBA","ugovor o korištenju","pučka kuhinja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANA%20ALFIREVIĆA%200006","FRANA ALFIREVIĆA 0006","58,85","garaža","USTANOVA DOBRI DOM GRADA ZAGREBA","ugovor o korištenju","pučka kuhinja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANE%20PETRIĆA%200002","FRANE PETRIĆA 0002","26,93","poslovni prostor","KING BURGER DOO","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANE%20PETRIĆA%200004","FRANE PETRIĆA 0004","260,00","poslovni prostor","MUZEJ GRADA ZAGREBA","ugovor o korištenju","djelatnost muzeja-prezentacija građe vezane uz raketiranje Grada Zagreba 1991./1995."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANE%20PETRIĆA%200005","FRANE PETRIĆA 0005","96,64","poslovni prostor","HRVATSKO DRUŠTVO SUDSKIH VJEŠTAKA I PROCJENITELJA","ugovor o korištenju","obavljanje djelatnosti udruge, održavanje sastanaka, održavanje izobrazbi i usavršavanja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANE%20PETRIĆA%200005","FRANE PETRIĆA 0005","30,00","poslovni prostor","Institut za stručno usavršavanje mladih / UDRUGA ZA OČUVANJE HRVATSKIH VODA I MORA - SLAP / Europski savjet za mentorstvo i coaching Hrvatska","ugovor o korištenju","za potrebe rada na rješavanju problema mladih i poboljšanju njihovog životnog standarda, promicanje i poticanje poštivanja ljudskih prava i temeljnih sloboda usmjerenih prema mladima i njihovom ulasku na tržište rada kako bi mladi ostvarili jedno od temeljnih ljudskih prava-pravo na rad i slobodu rada"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANE%20PETRIĆA%200005","FRANE PETRIĆA 0005","110,51","poslovni prostor","HRVATSKA UDRUGA ZA BOLESTI ŠTITNJAČE","ugovor o korištenju","organiziranje predavanja, seminara, skupova građana na javnim površinama povodom obilježavanja određenih aktivnosti izvan prostora Udruge; suradnju sa zdravstvenim i drugim organizacijama, te nadležnim tijelima u svezi razvijanja programa i djelatnosti Udruge, a sve u cilju pomoći oko rješavanja zdravstvenih problema bolesnika; u svrhu opuštanja članova udruge i njihovih obitelji u prostoru će se organizirati osim predavanja, seminara i plesne radionice, likovne radionice, izložbe, literarne radionice, te tjelovježbe a sve u svrhu opuštanja oboljelih od štitnjače; izdavanje i objavljivanje časopisa i letaka iz područja djelatnosti udruge te za organiziranje godišnjeg okupljanja članova udruge i njihovih obitelji u svezi upoznavanja istih o naprednijim metodama liječenja, psihološke pomoći oboljelima i uzajamnoj potpori."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANE%20PETRIĆA%200005","FRANE PETRIĆA 0005","93,31","poslovni prostor","O.A.Z.A.: ODRŽIVA ALTERNATIVA ZAJEDNICI","ugovor o korištenju","boravak zaposlenika udruge, volontere te stručne suradnike i sve druge osobe koje sudjeluju u radu, pored toga se u prostoru organiziraju razna zanimljiva predavanja o održivom gospodarenju, socijalnom poduzetništvu i ekologiji"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANE%20PETRIĆA%200005","FRANE PETRIĆA 0005","644,42","poslovni prostor","TEKSTILPROMET DD","ugovor o zakupu","trgovačke djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANE%20PETRIĆA%200007","FRANE PETRIĆA 0007","22,51","poslovni prostor","DINOVA-DIONA D.O.O.","ugovor o zakupu","trgovina na malo pretežno hranom (uključujući dodatnu obradu hrane, tako da bude primjerena za uporabu-pečenje mesa i polugotovih smrznutih proizvoda, raznih salata) pićem, kozmetičkim i toaletnim proizvodima, sredstvima za čišćenje i pranje u domaćinstvu, igračkama, posuđem, malim el. aparatima za kućanstvo, hranom za kućne ljubimce u originalnom pakiranju, školskim priborom, te raznim ukrasno-uporabnim predmetima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANE%20PETRIĆA%200007","FRANE PETRIĆA 0007","28,48","poslovni prostor","MARIĆ ZVONKO","ugovor o zakupu","zlatarska djelatnost, te trgovina nakitom i satovima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANE%20PETRIĆA%200007","FRANE PETRIĆA 0007","112,00","poslovni prostor","TEKSTILPROMET DD","ugovor o zakupu","trgovine tekstilom i odjevnim predmetima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANE%20PETRIĆA%200007","FRANE PETRIĆA 0007","46,10","poslovni prostor","TEKSTILPROMET DD / PRO SPORT 98 D.O.O.","ugovor o zakupu","trgovačke djelatnosti na malo odjećom, obućom, sportskom opremom i galanterijom"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANE%20PETRIĆA%200007","FRANE PETRIĆA 0007","65,91","poslovni prostor","VERAX EPULO DOO","ugovor o zakupu","trgovačke"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANKOPANSKA%200001","FRANKOPANSKA 0001","148,65","poslovni prostor","KONZUM D.D.","ugovor o zakupu","trgovačka djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANKOPANSKA%200001","FRANKOPANSKA 0001","715,00","poslovni prostor","Ministarstvo financija","ugovor o korištenju","uredska djelatnost (obavljanje poslova iz nadležnosti Ministarstva financija)"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANKOPANSKA%200001","FRANKOPANSKA 0001","11,50","poslovni prostor","OROŠI RAJMOND","ugovor o zakupu","zlatarska djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANKOPANSKA%200001","FRANKOPANSKA 0001","38,00","poslovni prostor","BOBAN IVAN","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=FRANKOPANSKA%200001%20DV","FRANKOPANSKA 0001 DV","525,25","poslovni prostor","ZELENA AKCIJA","ugovor o korištenju","provedbu projekata, organiziranje tribina, okruglih stolova, radionica, izradu letaka, brošura, biltena, knjiga, plakata, informiranje građana, knjigovodstvo i kancelarijske poslove vezane uz poslovanje udruge."
